Title,Company Name,Rating,Experience,Salary,Location,Job Overview,Date Posted,Skills,URL
UI / UX graphic design intern,Sigroo Technologies,None,No fixed duration,"12,000/month",New Delhi,Not Available,Internship,Not Specified,https://www.naukri.com/job-listings-ui-ux-graphic-design-intern-sigroo-technologies-new-delhi-0-to-1-years-101023500780
UI / UX & Graphic Designer,Webmob Technologies,4.4,0-3 Yrs,Not disclosed,Ahmedabad,MUST have knowledge of Photoshop or Illustrator and XD Will be a Plus: . Graphic design...,30+ Days Ago,"Graphics, Career development, Graphic designing, Illustrator, HTML, Logo design, Photoshop, Digital marketing",https://www.naukri.com/job-listings-ui-ux-graphic-designer-webmob-technologies-ahmedabad-0-to-3-years-100724500882
UI/UX Designer,Macaw Branding,None,0-3 Yrs,Not disclosed,Kozhikode,Team spiritProven work experience as a UI / UX Designer or similar role .  strong commu...,30+ Days Ago,"Software design, Illustrator, Time management, Photoshop, Troubleshooting, Design, User interface designing, UX",https://www.naukri.com/job-listings-ui-ux-designer-macaw-branding-kozhikode-0-to-3-years-100524502200
UI/UX and Graphic Designer,Andswitch Tech,None,0-3 Yrs,Not disclosed,Rajkot,"Bachelor s degree in Graphic Design, Interaction Design, or a related field is preferre...",30+ Days Ago,"Graphics, Graphic designing, Web technologies, adobe creative suite, Interaction design, Tool design, UPS, Mobile applications",https://www.naukri.com/job-listings-ui-ux-and-graphic-designer-andswitchtech-rajkot-0-to-3-years-090424502230
UI/UX designer,Executive Hunters,3.8,0-3 Yrs,Not disclosed,Mumbai,"Desired Skills and Experience . Adobe Creative Suite, Sketch, latest UI trends, UI / UX...",30+ Days Ago,"Agile scrum, User interface designing, Illustrator, adobe creative suite, Agile, Tool design, Marketing collaterals, Photoshop",https://www.naukri.com/job-listings-ui-ux-designer-executive-hunters-mumbai-0-to-3-years-090223502422
UI/UX Designer,VOCSO,4.3,0-5 Yrs,Not disclosed,Not Specified,VC2731 UI/ UX Designer We are currently looking for fresher and experienced interactive...,30+ Days Ago,"assembly language, , Six Sigma, PMP, C, JavaScript, Real Time Operating Systems, .NET",https://www.naukri.com/job-listings-ui-ux-designer-vocso-technologies-p-ltd-not-specified-0-to-5-years-081117500375
UI / UX Designer,Hack2skill,3.9,0-1 Yrs,Not disclosed,Noida,"Incorporating customer feedback, usage metrics, and usability findings into design in o...",30+ Days Ago,"Basic, Product engineering, Illustrator, adobe creative suite, html5, Javascript, Photoshop, Troubleshooting",https://www.naukri.com/job-listings-ui-ux-designer-hack2skill-private-limited-noida-0-to-1-years-080722502458
UI/UX Designer,Fingerprints Creative,None,0-2 Yrs,Not disclosed,Chennai,"Team spiritTo be successful in this role, you should have experience with design softwa...",30+ Days Ago,"Software design, Usage, Illustrator, Time management, Troubleshooting, software, ux, time managements",https://www.naukri.com/job-listings-ui-ux-designer-fingerprints-creative-chennai-0-to-2-years-080523500531
UI/UX Designer,Auring Technologies,None,0-3 Yrs,Not disclosed,Gurugram,Auring Technologies is looking for Business Development Executive to join our dynamic ...,30+ Days Ago,"UI/UX Designer, UI, UI, UX Design, Design, UX",https://www.naukri.com/job-listings-ui-ux-designer-auring-technologies-gurugram-0-to-3-years-080424502081
Ui / UX Designer,Trignodev Software,3.6,0-5 Yrs,Not disclosed,Noida,not must) not must ),30+ Days Ago,"Product management, Concept design, jQuery, UX, Front end, User interface designing, Illustrator, Javascript",https://www.naukri.com/job-listings-ui-ux-designer-trignodev-softwares-pvt-ltd-noida-0-to-5-years-080218501282
WEB DESIGNER (UI/UX),Sangvish Technologies,4.9,0-5 Yrs,Not disclosed,Madurai,They should involved with the technical and graphical aspects of a website how the site...,30+ Days Ago,"Web technologies, Incharge, Illustrator, Illustration, Coding, Wordpress, Javascript, HTML",https://www.naukri.com/job-listings-web-designer-ui-ux-sangvish-technologies-madurai-0-to-5-years-051119500732
UX/UI Designer,Uxteam,None,0-3 Yrs,Not disclosed,Ahmedabad,Experience working in an agile / scrum development processExperience using tools such a...,30+ Days Ago,"Agile scrum, Illustrator, wireframing, Research, Photoshop, Adobe, Principal, Testing",https://www.naukri.com/job-listings-ux-ui-designer-uxteam-ahmedabad-0-to-3-years-050623501549
"UI / UX Designer, PAN INDIA",Team Moplet,None,0-5 Yrs,Not disclosed,Remote,"You are proficient in Adobe Creative Suite (specifically Illustrator, InDesign and Phot...",30+ Days Ago,"Invision, Illustrator, Ui / Ux Designer, Html5, User Experience, Sketch, Photoshop, Adobe Creative Suite",https://www.naukri.com/job-listings-ui-ux-designer-pan-india-team-moplet-remote-0-to-5-years-011221501611
Designer UI / UX,Hashtag Labs,3.6,0-5 Yrs,Not disclosed,New Delhi,Responsibilities and Duties     Experience developing compelling and unique user in...,30+ Days Ago,"XML, MySQL, Javascript, PHP, HTML, Photoshop, Troubleshooting, Open source",https://www.naukri.com/job-listings-designer-ui-ux-hashtag-labs-pvt-ltd-new-delhi-0-to-5-years-140621501423
Sr. UI/UX Designer,Tech Mahindra,3.6,6-12 Yrs,Not disclosed,Kolkata,"Design the information architecture, interface, and interaction flow of the web and mob...",30+ Days Ago,"Tool design, E-commerce, Product design, High level design, Mobile applications, User experience design, Information architecture, Product strategy",https://www.naukri.com/job-listings-sr-ui-ux-designer-tech-mahindra-ltd-kolkata-6-to-12-years-190723500467
UI / UX Developer,Sodhani Infotech,None,0-2 Yrs,Not disclosed,Mumbai,Job Description:  Design and develop features and modules for e-Commerce application...,30+ Days Ago,"Backend, CSS, jQuery, Front end, Web technologies, Javascript, PHP, E-commerce",https://www.naukri.com/job-listings-ui-ux-developer-sodhani-infotech-pvt-ltd-mumbai-0-to-2-years-100419501235
UI / UX Designer,U2o3 Infotech,None,3-8 Yrs,Not disclosed,Bengaluru,Experience with Figma is a mustMinimum of 3 years of professional experience in UI / UX...,30+ Days Ago,"User research, Illustrator, Javascript, Agile, Tool design, HTML, Mobile applications, Photoshop",https://www.naukri.com/job-listings-ui-ux-designer-u2o3-infotech-pvt-ltd-bengaluru-3-to-8-years-120424501655
UI/UX Designer,Capgemini,3.8,7-12 Yrs,Not disclosed,Gurugram,We want you to have:7+ years of professional interaction design experience (although yo...,1 Day Ago,"UI/UX Design, product design, prototyping, UX design, Interaction Design, UI, UI/UX, Design",https://www.naukri.com/job-listings-ui-ux-designer-capgemini-technology-services-india-limited-gurugram-7-to-12-years-011024909177
UI/UX Designer,Capgemini,3.8,7-12 Yrs,Not disclosed,Gurugram,Proficiency with contemporary design and prototyping tools and methods  . 7+ years of p...,1 Day Ago,"UI/UX Design, prototyping, interaction design, product Design, Human Computer Interaction, Computer, UX Design, Ui And Ux",https://www.naukri.com/job-listings-ui-ux-designer-capgemini-technology-services-india-limited-gurugram-7-to-12-years-011024905907
UI/UX Designer,Epsilon Money Mart,4.3,3-5 Yrs,6-7 Lacs PA,Mumbai Suburban,"Experience: . A minimum of 3 years of professional experience in UI / UX design, with a...",1 Day Ago,"Ui/Ux, Ios Design, Web Designing, Web Development, Android, Html/Css, Io, UI",https://www.naukri.com/job-listings-ui-ux-designer-epsilon-money-mart-mumbai-suburban-3-to-5-years-011024016905
UI/UX Designer For Video games,Tentworks Interactive,3.6,3-7 Yrs,Not disclosed,Bengaluru,Tentworks Interactive is seeking an experienced UI/UX Designer for Video games to joi...,30+ Days Ago,"User research, User interface designing, Psychology, Interaction design, Tool design, Wellness, Adobe, Gaming",https://www.naukri.com/job-listings-ui-ux-designer-for-video-games-tentworks-interactive-bengaluru-3-to-7-years-280524501410
UI/UX Designer & Developer,Clarion Technologies,3.7,3-4 Yrs,Not disclosed,Pune,"Follow and maintain design standards, ensuring all deliverables meet accessibility (WCA...",7 Days Ago,"UI development, Drupal, Version control, GIT, Wordpress, Javascript, Agile, HTML",https://www.naukri.com/job-listings-ui-ux-designer-developer-clarion-technologies-pvt-ltd-pune-3-to-4-years-250924500633
UX/UI Designer,One Muthoot,None,2-5 Yrs,Not disclosed,Bengaluru,"Team spiritTo be successful in this role, you should have experience with design softwa...",30+ Days Ago,"UX/UI, UX/UI Designer, UI, Design, UX, UI, User interface designing",https://www.naukri.com/job-listings-ux-ui-designer-one-muthoot-bengaluru-2-to-5-years-130723500131
UI/UX Designer- Figma,Simson Softwares,3.6,0-2 Yrs,Not disclosed,Mohali,We need a Junior Designer proficient in FigmaExperience with prototyping tools like InV...,16 Days Ago,"Ui/Ux, Figma, UI, Design, UX, UX Design",https://www.naukri.com/job-listings-ui-ux-designer-figma-simson-softwares-mohali-0-to-2-years-160924004103
Senior UI/UX Designer,Educational Initiatives (EI),3.8,3-7 Yrs,Not disclosed,Bengaluru,"Ability to communicate one\ ideas, thought process and designs to various stakeholders ...",23 Days Ago,"Graphics, User research, Basic, Usage, CSS, Focus, Javascript, Tool design",https://www.naukri.com/job-listings-senior-ui-ux-designer-educational-initiatives-pvt-ltd-bengaluru-3-to-7-years-090924502384
UI/UX Designer,Star Design Institute,None,30 Sep - 04 Oct,Not disclosed,Hyderabad(Ameerpet),"Qualifications: . Bachelors degree in design, human-computer interaction, or a related ...",None,"Figma, User Research, Adobe Xd, Prototyping, Zeplin, Adobe Suite, Sketching, UI/UX",https://www.naukri.com/job-listings-ui-ux-designer-star-design-institute-hyderabad-3-to-5-years-270924017329
CMG - Creative CoE - Graphic Designer + UI/UX - Assistant Manager,Deloitte,3.9,7-9 Yrs,Not disclosed,Hyderabad,"Extensive working experience and knowledge of Adobe Creative Cloud (XD, InDesign, Photo...",6 Days Ago,"Graphic Design, adobe creative cloud, figma, infographics, photoshop, web designing, illustrator, Design",https://www.naukri.com/job-listings-cmg-creative-coe-graphic-designer-ui-ux-assistant-manager-deloitte-consulting-india-private-limited-hyderabad-7-to-9-years-250924926504
Associate Senior UI/UX Designer,Procreator - Global Ui Ux Design Agency,None,3-5 Yrs,Not disclosed,Mumbai,"Technical Proficiency: Strong skills in Figma, design system and familiarity with UX re...",30+ Days Ago,"Health insurance, Architect, Leadership development, Tool design, Client engagement, Wellness, Mentor, Client interaction",https://www.naukri.com/job-listings-associate-senior-ui-ux-designer-procreator-global-ui-ux-design-agency-mumbai-3-to-5-years-160824500106
Senior UI-UX Designer,Aitorch Consultants Llp,None,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","You will lead design efforts across web and mobile applications, ensuring consistency, ...",4 Days Ago,"web technologiescommunication skills, design, presentation skills, design principlesresponsive design, ui/ux, Senior, Web technologies, UI",https://www.naukri.com/job-listings-senior-ui-ux-designer-aitorch-consultants-llp-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-280924500087
Senior UI/UX Designer Full Stack,Ennoventure Technologies,2.9,4-8 Yrs,Not disclosed,Bengaluru,Ennoventure is a venture-backed deep-tech company with revolutionary technology to dete...,7 Days Ago,"sketching, node.js, tool design, ux, ui, written communication, html, communication skills",https://www.naukri.com/job-listings-senior-ui-ux-designer-full-stack-ennoventure-inc-bengaluru-4-to-8-years-250924506782
Opening For Software Developer Fresher @ Paud Pune,SQUAD Infotech Private Ltd,None,0 Yrs,Not disclosed,Pune,Exp :- Fresher (Trained or certified)Roles & Responsibilities for Software Developer Fr...,30+ Days Ago,"Java, Software Development, .Net, Php, Android, software, development",https://www.naukri.com/job-listings-opening-for-software-developer-fresher-paud-pune-squad-infotech-private-ltd-pune-0-to-0-years-291118600561
Software Developers,Puredot Inc,3,0-6 Yrs,Not disclosed,Remote,Description:  You might be responsible for the replacement of a whole system based ...,30+ Days Ago,"It Analyst, Training, Software, software development, development",https://www.naukri.com/job-listings-software-developers-puredot-inc-remote-0-to-6-years-290921501588
Software Developer,Oswal Computer & Consultants,3.9,0-3 Yrs,Not disclosed,Indore,Oswal Computers & Consultants is looking for Software Developer to join our dynamic tea...,30+ Days Ago,"Software Developer, Software, Development, Software development",https://www.naukri.com/job-listings-software-developer-oswal-computers-consultants-indore-0-to-3-years-290524501528
Software Developer,Icast Erp,None,0-1 Yrs,Not disclosed,Ahmedabad,knowledge of 3 tier architecture . Coding : c# . Front End: Win Forms . ASP.NET Applica...,30+ Days Ago,"Front end, Architecture, application, level, Winforms, ASP.Net, PLSQL, developer",https://www.naukri.com/job-listings-software-developer-icast-erp-ahmedabad-0-to-1-years-290419500183
Software Developer,Mafiree,1.6,0-1 Yrs,Not disclosed,Nagercoil,"Experience installing, configuring, and maintaining services such as Apache, MySQL, Ngi...",30+ Days Ago,"CSS, nginx, Web application, MySQL, Javascript, PHP, Routing, HTML",https://www.naukri.com/job-listings-software-developer-mafiree-nagercoil-0-to-1-years-290124500007
Software Developers,Gateway 7 Productions & Technologies,None,0-6 Yrs,Not disclosed,Mumbai,. Should have excellent oral & written communication skills Experience with any Technol...,30+ Days Ago,"SOA, Oracle SQL, UML, XML, Agile, Database, XHTML, J2Ee",https://www.naukri.com/job-listings-software-developers-gateway-7-productions-technologies-mumbai-0-to-6-years-280919500134
Software Developer,Nido Machineries,4.2,0-2 Yrs,Not disclosed,Mumbai,NIDO MACHINERIES PVT LTD is looking for Software Developer to join our dynamic team and...,30+ Days Ago,"c++, css, hibernate, jquery, sql, spring, java, oops",https://www.naukri.com/job-listings-software-developer-nido-machineries-pvt-ltd-mumbai-0-to-2-years-270624500305
